referrer,views_total,views_unique
Google,434,147
github.com,214,94
aws.amazon.com,86,34
teams.public.onecdn.static.microsoft,67,33
Bing,58,12
youtube.com,41,5
copilotkit.ai,10,4
linkedin.com,9,9
DuckDuckGo,7,3
statics.teams.cdn.office.net,5,2
