url_path,views_total,views_unique
/awslabs/fullstack-solution-template-for-agentcore,3195,1796
/awslabs/fullstack-solution-template-for-agentcore/tree/main,280,144
/awslabs/fullstack-solution-template-for-agentcore/pulls,250,42
/awslabs/fullstack-solution-template-for-agentcore/issues,195,46
/awslabs/fullstack-solution-template-for-agentcore/blob/main/docs/DEPLOYMENT.md,124,64
/awslabs/fullstack-solution-template-for-agentcore/blob/main/docs/architecture-diagram/FAST-architecture-20260302.png,118,68
/awslabs/fullstack-solution-template-for-agentcore/tree/main/infra-terraform,102,65
/awslabs/fullstack-solution-template-for-agentcore/tree/main/patterns,99,65
/awslabs/fullstack-solution-template-for-agentcore/tree/main/infra-cdk,89,55
/awslabs/fullstack-solution-template-for-agentcore/tree/main/docs,81,50
