url_path,views_total,views_unique
/awslabs/fullstack-solution-template-for-agentcore,2583,1571
/awslabs/fullstack-solution-template-for-agentcore/tree/main,279,145
/awslabs/fullstack-solution-template-for-agentcore/blob/main/docs/DEPLOYMENT.md,223,125
/awslabs/fullstack-solution-template-for-agentcore/tree/main/infra-cdk,139,103
/awslabs/fullstack-solution-template-for-agentcore/tree/main/frontend,131,93
/awslabs/fullstack-solution-template-for-agentcore/tree/main/patterns,119,80
/awslabs/fullstack-solution-template-for-agentcore/blob/main/docs/architecture-diagram/FAST-architecture-20251201.png,117,76
/awslabs/fullstack-solution-template-for-agentcore/pulls,105,36
/awslabs/fullstack-solution-template-for-agentcore/tree/main/vibe-context,101,72
/awslabs/fullstack-solution-template-for-agentcore/tree/main/gateway,97,70
