referrer,views_total,views_unique
Google,738,228
github.com,246,82
statics.teams.cdn.office.net,118,40
youtube.com,74,18
linkedin.com,60,35
Bing,35,10
qiita.com,35,3
l.instagram.com,15,2
broadcast.amazon.com,13,8
DuckDuckGo,12,7
