referrer,views_total,views_unique
Google,332,142
github.com,207,76
aws.amazon.com,170,40
Bing,25,10
linkedin.com,21,17
teams.public.onecdn.static.microsoft,18,14
copilotkit.ai,12,7
ecosia.org,12,1
com.linkedin.android,9,5
DuckDuckGo,7,3
