referrer,views_total,views_unique
Google,777,238
github.com,275,86
statics.teams.cdn.office.net,123,42
youtube.com,109,21
linkedin.com,74,41
qiita.com,38,5
meetup.com,27,4
l.instagram.com,15,2
Bing,14,7
broadcast.amazon.com,13,8
