referrer,views_total,views_unique
Google,434,166
github.com,219,79
aws.amazon.com,191,55
Bing,67,19
teams.public.onecdn.static.microsoft,65,26
youtube.com,27,4
linkedin.com,21,7
copilotkit.ai,19,8
claude.ai,8,1
DuckDuckGo,6,5
