referrer,views_total,views_unique
Google,474,152
aws.amazon.com,235,99
github.com,183,73
statics.teams.cdn.office.net,61,17
teams.public.onecdn.static.microsoft,44,11
linkedin.com,29,26
Bing,28,13
copilotkit.ai,20,6
DuckDuckGo,6,6
pms-confluence2.banadev.com,6,3
