referrer,views_total,views_unique
Google,1187,277
github.com,261,112
linkedin.com,185,87
copilotkit.ai,126,34
t.co,123,52
statics.teams.cdn.office.net,114,38
com.linkedin.android,78,28
youtube.com,67,9
Bing,30,11
wavebl.atlassian.net,19,1
