referrer,views_total,views_unique
Google,299,137
github.com,219,81
aws.amazon.com,173,39
teams.public.onecdn.static.microsoft,38,17
Bing,24,9
copilotkit.ai,18,9
linkedin.com,16,12
ecosia.org,12,1
DuckDuckGo,7,3
statics.teams.cdn.office.net,6,6
