referrer,views_total,views_unique
Google,462,161
github.com,214,79
aws.amazon.com,166,78
statics.teams.cdn.office.net,99,28
teams.public.onecdn.static.microsoft,33,13
Bing,28,11
linkedin.com,27,23
mobius-wiki.bt.com,25,1
copilotkit.ai,23,6
pms-confluence2.banadev.com,15,4
