referrer,views_total,views_unique
Google,449,169
github.com,243,89
aws.amazon.com,106,45
statics.teams.cdn.office.net,90,26
copilotkit.ai,25,7
mobius-wiki.bt.com,25,1
Bing,23,7
linkedin.com,20,18
teams.public.onecdn.static.microsoft,15,11
pms-confluence2.banadev.com,13,4
