referrer,views_total,views_unique
Google,1209,310
linkedin.com,480,267
github.com,383,152
statics.teams.cdn.office.net,222,72
com.linkedin.android,141,97
chatgpt.com,69,4
lm.facebook.com,65,60
Bing,58,16
l.facebook.com,47,33
lnkd.in,44,17
