referrer,views_total,views_unique
Google,1300,323
linkedin.com,417,213
github.com,378,150
statics.teams.cdn.office.net,249,75
com.linkedin.android,157,88
t.co,109,47
copilotkit.ai,80,21
youtube.com,79,11
lm.facebook.com,65,60
chatgpt.com,53,6
