referrer,views_total,views_unique
Google,424,169
github.com,224,89
aws.amazon.com,191,51
Bing,74,17
linkedin.com,46,26
DuckDuckGo,35,8
teams.public.onecdn.static.microsoft,33,19
youtube.com,17,3
copilotkit.ai,16,8
chatgpt.com,7,3
