time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-22 00:00:00+00:00,52,27,418,93
2026-05-23 00:00:00+00:00,14,14,266,30
2026-05-24 00:00:00+00:00,55,25,320,34
2026-05-25 00:00:00+00:00,46,24,319,72
2026-05-26 00:00:00+00:00,32,22,379,68
2026-05-27 00:00:00+00:00,19,19,383,62
2026-05-28 00:00:00+00:00,38,29,429,67
2026-05-29 00:00:00+00:00,101,31,353,83
2026-05-30 00:00:00+00:00,31,19,272,37
2026-05-31 00:00:00+00:00,111,40,458,39
2026-06-01 00:00:00+00:00,38,26,345,69
2026-06-02 00:00:00+00:00,29,26,333,70
2026-06-03 00:00:00+00:00,25,16,314,51
2026-06-04 00:00:00+00:00,51,25,319,55
