referrer,views_total,views_unique
Google,349,152
github.com,262,103
aws.amazon.com,152,41
Bing,61,10
teams.public.onecdn.static.microsoft,51,24
linkedin.com,34,27
DuckDuckGo,31,5
copilotkit.ai,12,6
com.linkedin.android,6,5
youtube.com,5,2
