referrer,views_total,views_unique
Google,496,118
aws.amazon.com,195,92
github.com,174,69
teams.public.onecdn.static.microsoft,103,16
statics.teams.cdn.office.net,92,19
youtube.com,31,4
linkedin.com,25,21
copilotkit.ai,20,5
Bing,12,10
zenn.dev,5,2
