referrer,views_total,views_unique
Google,429,171
github.com,231,81
aws.amazon.com,123,54
statics.teams.cdn.office.net,90,26
copilotkit.ai,26,7
Bing,25,8
mobius-wiki.bt.com,25,1
linkedin.com,19,17
teams.public.onecdn.static.microsoft,15,11
pms-confluence2.banadev.com,13,4
