referrer,views_total,views_unique
Google,435,144
github.com,216,93
aws.amazon.com,78,32
teams.public.onecdn.static.microsoft,67,33
Bing,58,12
youtube.com,37,4
copilotkit.ai,9,4
linkedin.com,7,7
DuckDuckGo,7,3
statics.teams.cdn.office.net,5,2
